City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Batagay-Alyta,RU,67.8006,130.4114,-24.84,84,100,1.68,overcast clouds
452,Tessalit,ML,20.1986,1.0114,57.27,31,11,10.51,few clouds
453,Todos Santos,MX,23.45,-110.2167,71.01,87,49,1.01,scattered clouds
454,Calama,CL,-22.4667,-68.9333,51.8,37,0,4.61,clear sky
455,Mana,GF,5.6592,-53.7767,76.14,89,97,13.0,overcast clouds
456,Sabzevar,IR,36.2126,57.6819,26.17,84,0,6.38,clear sky
457,Kirkenes,NO,69.7271,30.0458,-2.2,84,100,9.22,overcast clouds
458,Dongtai,CN,32.8523,120.3095,44.98,89,100,8.81,overcast clouds
459,Abu Dhabi,AE,24.4667,54.3667,66.2,63,75,13.8,broken clouds
460,Bitung,ID,1.4451,125.1824,87.8,66,40,4.61,light rain
461,Rawson,AR,-43.3002,-65.1023,75.72,48,0,5.48,clear sky
462,Businga,CD,3.3333,20.8833,67.68,48,88,1.63,overcast clouds
463,Male,MV,4.1748,73.5089,82.4,74,75,5.75,broken clouds
464,Benguela,AO,-12.5763,13.4055,73.78,78,98,3.91,overcast clouds
465,Saint-Joseph,RE,-21.3667,55.6167,82.4,74,0,4.61,clear sky
466,Kulob,TJ,37.9145,69.783,28.4,100,90,11.18,snow
467,Kirakira,SB,-10.4544,161.9205,85.01,67,83,11.07,broken clouds
468,Insar,RU,53.8653,44.3738,8.82,95,100,4.59,overcast clouds
469,Dongying,CN,37.4564,118.4856,35.02,81,100,10.49,overcast clouds
470,Raudeberg,NO,61.9875,5.1352,37.0,81,84,6.8,broken clouds
471,Zyryanka,RU,65.75,150.85,-40.18,79,36,3.96,scattered clouds
472,Gravelbourg,CA,49.8834,-106.5512,14.0,79,16,8.05,few clouds
473,Mastic Beach,US,40.7668,-72.8521,26.6,74,1,13.71,clear sky
474,Finsterwalde,DE,51.6333,13.7167,53.6,54,75,17.27,broken clouds
475,Kavaratti,IN,10.5669,72.642,81.82,71,47,10.54,scattered clouds
476,Guane,CU,22.2025,-84.0875,63.99,80,1,3.76,clear sky
477,Mocuba,MZ,-16.8392,36.9856,74.05,96,100,9.93,overcast clouds
478,Ostrovnoy,RU,68.0531,39.5131,0.43,91,99,8.46,overcast clouds
479,Comodoro Rivadavia,AR,-45.8667,-67.5,75.2,35,0,20.71,clear sky
480,Vao,NC,-22.6667,167.4833,75.02,79,84,18.86,broken clouds
481,Sibolga,ID,1.7427,98.7792,83.91,64,100,1.66,overcast clouds
482,Penzance,GB,50.1186,-5.5371,41.0,87,20,9.22,few clouds
483,Changji,CN,44.0167,87.3167,8.6,78,20,4.47,mist
484,Nyandoma,RU,61.669,40.1991,-11.67,90,100,5.61,overcast clouds
485,Kayerkan,RU,69.3497,87.7602,-39.84,76,13,3.06,few clouds
486,Svetlogorsk,BY,52.6333,29.7333,34.16,92,99,10.13,overcast clouds
487,Copacabana,CO,6.3463,-75.5089,60.8,94,40,4.61,scattered clouds
488,Mayo,US,38.8876,-76.5119,42.8,75,1,8.93,clear sky
489,Tilichiki,RU,60.4667,166.1,-3.37,93,100,9.19,overcast clouds
490,Olsztyn,PL,53.7799,20.4942,35.6,87,0,6.91,clear sky
491,Pokhara,NP,28.2333,83.9833,57.67,55,5,1.19,clear sky
492,Boende,CD,-0.2167,20.8667,72.79,75,93,1.23,overcast clouds
493,Skeldon,GY,5.8833,-57.1333,74.59,94,81,6.22,broken clouds
494,Rozkishne,UA,48.5074,39.3004,34.66,93,92,11.36,overcast clouds
495,Grindavik,IS,63.8424,-22.4338,26.6,80,75,24.16,broken clouds
496,Vila Do Maio,CV,15.1333,-23.2167,69.8,78,0,18.41,clear sky
497,Bac Lieu,VN,9.285,105.7244,80.11,69,67,6.93,broken clouds
498,Golden,US,39.7555,-105.2211,39.0,48,75,5.75,broken clouds
499,Uyuni,BO,-20.4597,-66.825,48.02,73,94,12.39,moderate rain
500,Stykkisholmur,IS,65.0757,-22.7297,26.55,90,42,25.86,scattered clouds
501,Istok,XK,42.7808,20.4875,39.2,70,75,6.91,broken clouds
502,Bosaso,SO,11.2842,49.1816,70.95,75,11,4.52,few clouds
503,Margate,GB,51.3813,1.3862,37.0,84,26,1.99,scattered clouds
504,Tampere,FI,61.4991,23.7871,27.0,100,90,8.05,mist
505,Agadez,NE,19.75,10.25,53.96,39,0,10.87,clear sky
506,Raga,SS,8.4596,25.678,59.49,34,33,4.61,scattered clouds
507,Corowa,AU,-36.0333,146.3833,96.01,14,100,8.99,overcast clouds
508,Youhao,CN,47.8667,128.8333,4.06,82,100,3.31,overcast clouds
509,Hovd,MN,48.0056,91.6419,8.74,85,100,1.63,overcast clouds
510,Sinnamary,GF,5.3833,-52.95,75.67,92,95,14.05,overcast clouds
511,Timra,SE,62.487,17.3257,37.99,87,90,13.8,overcast clouds
512,Shahr-E Babak,IR,30.1165,55.1186,29.34,82,40,7.61,scattered clouds
513,Igrim,RU,63.1906,64.4162,-31.83,82,100,9.93,overcast clouds
514,Moyamba,SL,8.1667,-12.4333,72.07,96,0,1.14,clear sky
515,Hays,US,30.0502,-98.0336,60.01,94,95,5.3,overcast clouds
516,Kenora,CA,49.8167,-94.4337,-5.01,84,20,8.05,few clouds
517,Conceicao Da Barra,BR,-18.5933,-39.7322,74.53,80,0,3.24,clear sky
518,Rengo,CL,-34.4167,-70.8667,68.0,64,0,1.63,clear sky
519,Cravo Norte,CO,6.3017,-70.2041,79.03,62,24,3.91,few clouds
520,Mathbaria,BD,22.2876,89.9593,71.42,37,0,2.44,clear sky
521,Boffa,GN,10.1667,-14.0333,70.0,89,93,2.35,overcast clouds
522,Morro Bay,US,35.3658,-120.8499,54.0,91,71,1.01,broken clouds
523,Obera,AR,-27.4871,-55.1199,67.8,94,82,5.37,broken clouds
524,Enshi,CN,30.3,109.4833,48.4,84,100,0.78,overcast clouds
525,Santo Andre,BR,-23.6639,-46.5383,71.6,78,75,8.05,broken clouds
526,Kalispell,US,48.1958,-114.3129,27.0,63,90,4.9,overcast clouds
527,San Borja,BO,-14.8167,-66.85,73.29,65,73,3.42,broken clouds
528,Pinyug,RU,60.251,47.7842,-19.37,88,81,3.49,broken clouds
529,Hermagor,AT,46.6272,13.3672,44.01,98,100,4.52,light rain
530,Dahra,DZ,36.2546,0.8519,51.8,71,20,3.44,few clouds
531,Sapele,NG,5.8941,5.6767,74.91,91,66,1.61,broken clouds
532,Shelburne,CA,44.0787,-80.2041,34.0,94,60,15.68,broken clouds
533,Conde,BR,-7.2597,-34.9075,77.0,88,20,4.61,few clouds
534,Sambava,MG,-14.2667,50.1667,78.71,85,100,1.92,light rain
535,Oranjestad,AW,12.524,-70.027,78.8,78,20,12.66,few clouds
536,Nueva Loja,EC,0.0847,-76.8828,72.18,96,100,1.36,moderate rain
537,Lere,NG,10.387,8.5726,59.04,33,76,7.34,broken clouds
538,High Rock,BS,26.6208,-78.2833,66.2,77,97,4.61,overcast clouds
539,Anadyr,RU,64.75,177.4833,1.4,85,40,6.71,light snow
540,Ketchikan,US,55.3422,-131.6461,33.8,80,1,10.36,clear sky
541,Plouzane,FR,48.3833,-4.6167,41.0,93,0,3.44,heavy intensity rain
542,Vasterhaninge,SE,59.1167,18.1,39.99,74,98,17.36,overcast clouds
543,Sungaipenuh,ID,-2.0833,101.3833,75.63,53,100,4.14,overcast clouds
544,Oriximina,BR,-1.7656,-55.8661,73.74,90,74,1.19,broken clouds
545,Athabasca,CA,54.7169,-113.2854,17.6,92,6,3.44,clear sky
546,Noumea,NC,-22.2763,166.4572,82.4,61,0,18.41,clear sky
547,Quatre Cocos,MU,-20.2078,57.7625,82.0,74,20,9.22,few clouds
548,Tual,ID,-5.6667,132.75,84.13,72,51,5.97,broken clouds
549,Luangwa,ZM,-15.6167,30.4167,72.18,93,100,2.8,moderate rain
550,Luau,AO,-10.7073,22.2247,63.97,100,100,2.77,light rain
551,Sao Lourenco Do Oeste,BR,-26.3592,-52.8511,70.0,94,100,6.58,light rain
552,Killybegs,IE,54.6333,-8.45,35.01,96,2,4.0,clear sky
553,Rocha,UY,-34.4833,-54.3333,63.73,94,0,6.15,clear sky
554,Terrace,CA,54.5163,-128.6035,28.4,74,90,16.11,overcast clouds
555,Kashmor,PK,28.4333,69.5833,60.17,38,0,5.99,clear sky
556,Temir,KZ,49.1414,57.13,-4.72,91,100,8.28,overcast clouds
557,Lexington Park,US,38.2668,-76.4538,48.2,46,1,6.91,clear sky
558,Batticaloa,LK,7.7102,81.6924,80.02,77,99,2.13,light rain
559,Dromolaxia,CY,34.8761,33.586,41.0,87,0,5.75,clear sky
560,Abu Kamal,SY,34.4506,40.9171,37.74,70,6,5.23,clear sky
561,Trinidad,BO,-14.8333,-64.9,74.48,79,90,1.81,overcast clouds
562,Tombouctou,ML,20.0,-3.0,60.26,26,2,13.0,clear sky
563,Praia Da Vitoria,PT,38.7333,-27.0667,59.0,72,20,7.14,few clouds
564,Walvis Bay,NA,-22.9575,14.5053,68.0,88,100,3.44,overcast clouds
565,Preston,GB,53.7667,-2.7167,37.99,89,25,13.47,scattered clouds
566,Caconda,AO,-13.7333,15.0667,60.66,68,100,3.13,overcast clouds
567,Kabalo,CD,-6.05,26.9167,68.2,96,100,1.81,overcast clouds
568,Pachora,IN,20.6667,75.35,70.59,23,0,2.95,clear sky
569,Mnogovershinnyy,RU,53.9353,139.9242,-11.42,88,100,6.49,overcast clouds
570,Ampanihy,MG,-24.7,44.75,79.3,73,31,7.47,scattered clouds
571,Uribia,CO,11.7139,-72.266,77.41,75,1,10.0,clear sky
572,Flinders,AU,-34.5833,150.8552,81.0,69,29,14.0,scattered clouds
573,Saiha,IN,22.4833,92.9667,66.11,59,5,1.34,clear sky
574,Bayir,TR,37.2687,28.2167,41.0,100,75,4.61,broken clouds
575,Mombasa,KE,-4.0547,39.6636,77.4,88,100,8.48,light rain
576,Nalut,LY,30.3333,10.85,45.9,56,0,8.46,clear sky
577,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.06,88,30,4.79,scattered clouds
578,Conakry,GN,9.538,-13.6773,78.04,75,7,5.7,clear sky
579,Thunder Bay,CA,48.4001,-89.3168,3.2,60,90,9.22,light snow
580,Maues,BR,-3.3836,-57.7186,71.65,97,99,1.9,overcast clouds
581,Sulangan,PH,11.1373,123.7228,81.19,77,1,4.83,light rain
582,Tadine,NC,-21.55,167.8833,78.39,77,100,18.03,overcast clouds
583,Den Helder,NL,52.9599,4.7593,43.0,75,90,18.41,overcast clouds
584,Naryan-Mar,RU,67.6713,53.087,-21.75,86,85,8.75,overcast clouds
585,Sexsmith,CA,55.35,-118.786,15.8,86,75,5.75,broken clouds
586,Pontes E Lacerda,BR,-15.2261,-59.3353,71.85,97,100,1.28,moderate rain
587,Lavrentiya,RU,65.5833,-171.0,22.89,97,100,21.05,light snow
588,Takahashi,JP,34.7833,133.6167,46.0,100,75,5.75,fog
589,Plettenberg Bay,ZA,-34.0527,23.3716,69.76,81,100,2.33,overcast clouds
590,Krasnyy Kut,RU,50.95,46.9667,13.8,96,100,8.1,overcast clouds
591,Yola,NG,9.2,12.4833,65.35,28,76,1.97,broken clouds
592,Santa Cruz Del Norte,CU,23.1539,-81.9236,64.4,94,20,5.75,few clouds
593,Krasnoselkup,RU,65.7,82.4667,-44.66,77,35,9.73,scattered clouds
594,Fontenay-Le-Comte,FR,46.5833,-1.0,53.6,93,90,17.27,overcast clouds
595,Khor,RU,47.8861,134.9464,-6.12,87,0,10.56,clear sky
596,General Roca,AR,-39.0333,-67.5833,91.4,25,0,8.05,clear sky
597,Mlonggo,ID,-6.5333,110.7,84.2,74,40,6.91,scattered clouds
598,Kolokani,ML,13.5728,-8.0339,67.91,22,100,11.61,overcast clouds
599,Chara,RU,56.9064,118.2631,-20.43,70,0,0.13,clear sky
600,Grand Forks,US,47.9417,-97.4337,1.4,78,1,7.27,clear sky
601,Ucar,AZ,40.519,47.6542,28.4,93,75,5.75,broken clouds
602,Zhangjiakou,CN,40.81,114.8794,25.36,74,0,0.72,clear sky
603,Shitanjing,CN,39.2342,106.3439,28.99,65,92,5.28,overcast clouds
604,Qazanbulaq,AZ,40.6192,46.6519,28.4,86,40,3.51,scattered clouds
605,Okhotsk,RU,59.3833,143.3,-9.4,85,99,13.04,overcast clouds
606,Hualmay,PE,-11.0964,-77.6139,70.11,83,68,7.49,broken clouds
607,Mianwali,PK,32.5741,71.5264,53.96,39,99,0.78,overcast clouds
608,Avera,US,33.194,-82.5271,55.4,97,90,5.75,overcast clouds
609,Mitsamiouli,KM,-11.3847,43.2844,82.92,77,96,14.47,light rain
610,Tottori,JP,35.5,134.2333,46.4,93,75,5.75,light rain
611,Borzya,RU,50.3833,116.5167,1.26,88,21,3.47,few clouds
612,Maple Creek,CA,49.9168,-109.4848,21.2,79,54,6.91,broken clouds
613,Diapaga,BF,12.0708,1.7889,66.74,23,1,9.57,clear sky
614,Suoyarvi,RU,62.0833,32.35,10.6,96,100,12.33,snow
615,Khani,GE,41.9563,42.9566,32.0,74,0,10.36,clear sky
616,Carballo,ES,43.213,-8.691,46.0,93,100,5.99,light rain
617,Clarence Town,AU,-32.5833,151.7833,91.99,42,0,10.36,clear sky
618,Aragona,IT,37.4008,13.6176,48.99,89,0,4.0,clear sky
619,Fuengirola,ES,36.54,-4.6247,57.0,87,75,2.3,broken clouds
620,Sioux Lookout,CA,50.1001,-91.917,-4.0,71,90,10.36,snow
621,Pahrump,US,36.2083,-115.9839,51.01,49,0,1.99,clear sky
622,Malinao,PH,7.5917,124.6889,75.04,83,94,1.81,light rain
623,Hervey Bay,AU,-25.2986,152.8535,82.99,57,0,4.0,clear sky
624,Haines Junction,CA,60.7522,-137.5108,-9.4,84,11,1.14,few clouds
625,Tavricheskoye,RU,54.5851,73.6395,-16.6,69,5,4.47,clear sky
626,Ramsar,IR,36.9226,50.6426,37.4,81,0,2.3,clear sky
627,Ati,TD,13.2154,18.3353,59.45,32,26,11.27,scattered clouds
628,Banganapalle,IN,15.3167,78.2333,75.04,75,0,3.47,clear sky
629,Havelock,US,34.8791,-76.9013,50.0,87,1,9.22,clear sky
630,Ipil,PH,7.75,122.5167,82.94,70,93,1.5,overcast clouds
631,Palasa,IN,18.7667,84.4167,75.7,65,0,2.26,clear sky
632,Ghorawal,IN,24.7667,82.7833,58.39,42,0,4.16,clear sky
633,Nyrob,RU,60.733,56.7202,-11.54,88,80,3.87,broken clouds
634,Camacha,PT,33.0833,-16.3333,62.6,100,75,12.66,broken clouds
635,Konstantinovka,RU,49.6167,127.9833,-4.85,89,98,1.83,overcast clouds
636,Hobyo,SO,5.3505,48.5268,78.21,83,74,19.17,broken clouds
637,Dhanwar,IN,24.4167,85.9833,61.81,36,0,3.49,clear sky
638,Grobina,LV,56.5352,21.1678,37.4,87,20,10.36,few clouds
639,Sunrise Manor,US,36.2111,-115.0731,59.0,36,1,0.38,clear sky
640,Khorinsk,RU,52.1657,109.7726,-2.7,86,96,1.36,overcast clouds
641,Xining,CN,36.6167,101.7667,27.64,64,67,2.73,broken clouds
642,North Bend,US,43.4065,-124.2243,48.99,81,90,6.91,overcast clouds
643,Man,CI,7.4125,-7.5538,69.8,72,65,2.48,broken clouds
644,Lillesand,NO,58.2488,8.3778,42.01,81,90,26.46,overcast clouds
645,Magan,ES,39.9683,-3.931,52.0,83,100,15.99,overcast clouds
646,Bandarbeyla,SO,9.4942,50.8122,72.66,81,33,16.02,scattered clouds
647,Fort Saint James,CA,54.4333,-124.25,9.99,94,99,0.85,overcast clouds
648,Denpasar,ID,-8.65,115.2167,77.0,94,75,12.66,broken clouds
649,Spornoye,RU,50.8448,37.2913,26.6,93,90,6.71,fog
650,Islamkot,PK,24.6997,70.177,61.74,87,0,6.98,clear sky
651,Gualaquiza,EC,-3.4,-78.55,63.1,89,38,1.54,light rain
652,Nushki,PK,29.5542,66.0215,50.18,48,0,7.74,clear sky
653,Reykjavik,IS,64.1355,-21.8954,28.4,74,20,24.16,few clouds
654,Kawalu,ID,-7.3817,108.2082,82.08,67,97,2.51,overcast clouds
655,Biak,ID,-0.9131,122.8766,83.97,68,9,1.99,light rain
656,Algeciras,ES,36.1333,-5.4505,60.8,88,75,19.57,broken clouds
657,Pathein,MM,16.7833,94.7333,79.27,58,0,8.16,clear sky
658,Colares,PT,38.7992,-9.4469,59.0,100,42,27.0,scattered clouds
659,Quimper,FR,48.0,-4.1,37.4,100,0,4.18,clear sky
660,Mahanoro,MG,-19.9,48.8,78.21,89,75,4.36,broken clouds
661,Miraflores,MX,19.2167,-98.8083,66.2,32,1,3.44,clear sky
662,Raver,IN,21.25,76.0333,68.07,25,1,5.06,clear sky
663,Dingle,PH,10.9995,122.6711,82.8,77,74,7.43,light rain
664,Cuicatlan,MX,17.8,-96.9667,68.22,71,2,1.57,clear sky
665,Moanda,GA,-1.5575,13.2178,69.84,94,20,2.26,few clouds
666,Korla,CN,41.7597,86.1469,24.22,80,100,2.35,overcast clouds
667,Batesville,US,35.7698,-91.641,46.0,81,1,3.44,clear sky
668,Zhezkazgan,KZ,47.8043,67.7144,-5.22,89,79,8.68,broken clouds
669,Jhargram,IN,22.45,86.9833,65.64,31,0,6.78,clear sky
670,Ullal,IN,12.8,74.85,77.0,78,0,3.44,mist
671,Puerto Quijarro,BO,-17.7833,-57.7667,75.45,85,100,1.14,moderate rain
672,Homer,US,59.6425,-151.5483,39.99,81,90,6.91,moderate rain
673,Sept-Iles,CA,50.2001,-66.3821,8.6,66,100,6.91,overcast clouds
674,Astoria,US,46.1879,-123.8313,44.6,81,1,10.36,clear sky
675,Soe,ID,-9.8607,124.284,82.27,66,83,2.19,broken clouds
676,Namatanai,PG,-3.6667,152.4333,84.47,59,100,7.38,overcast clouds
677,Champerico,GT,14.3,-91.9167,66.99,93,0,5.48,clear sky
