City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Nanortalik,GL,2021-01-18 20:37:46,60.1432,-45.2371,27.95,84,100,6.26
275,Nuuk,GL,2021-01-18 20:37:47,64.1835,-51.7216,26.6,54,20,3.44
276,Saint-Leu,RE,2021-01-18 20:37:47,-21.15,55.2833,80.6,83,0,3.44
277,Bibiani,GH,2021-01-18 20:37:47,6.4635,-2.3194,76.37,78,5,2.8
278,Koumac,NC,2021-01-18 20:37:47,-20.5667,164.2833,82.58,74,98,3.8
279,Collie,AU,2021-01-18 20:37:47,-33.3667,116.15,64.99,59,43,4.65
280,Cutro,IT,2021-01-18 20:37:48,39.0353,16.9819,37.4,65,1,5.75
281,Dawson Creek,CA,2021-01-18 20:37:48,55.7666,-120.2362,39.2,41,1,14.97
282,Muisne,EC,2021-01-18 20:37:48,0.6,-80.0333,82.4,83,75,9.22
283,Atar,MR,2021-01-18 20:37:48,20.5169,-13.0499,63.52,24,100,12.75
284,Khani,GE,2021-01-18 20:37:48,41.9563,42.9566,37.4,93,90,6.91
285,Daru,PG,2021-01-18 20:37:49,-9.0763,143.2092,80.08,83,100,1.92
286,Coihaique,CL,2021-01-18 20:37:49,-45.5752,-72.0662,60.8,77,75,8.05
287,Samarai,PG,2021-01-18 20:37:49,-10.6167,150.6667,84.83,77,94,10.98
288,Marienburg,PL,2021-01-18 20:37:49,54.0359,19.0266,10.0,92,99,3.44
289,Anloga,GH,2021-01-18 20:37:49,5.7947,0.8973,82.4,83,20,8.05
290,Vostok,RU,2021-01-18 20:37:50,46.4856,135.8833,-18.09,89,100,4.32
291,Huancabamba,PE,2021-01-18 20:37:50,-5.2386,-79.4506,62.62,82,100,2.75
292,Guane,CU,2021-01-18 20:34:21,22.2025,-84.0875,76.95,56,55,6.46
293,Tocopilla,CL,2021-01-18 20:37:50,-22.092,-70.1979,73.08,44,3,4.18
294,Parangan,PH,2021-01-18 20:37:50,5.0839,119.9383,79.45,85,100,9.08
295,San Cristobal Verapaz,GT,2021-01-18 20:37:50,15.3833,-90.4,66.2,88,75,11.5
296,Taltal,CL,2021-01-18 20:37:51,-25.4,-70.4833,70.54,61,22,6.69
297,Murray,US,2021-01-18 20:36:40,40.6669,-111.888,39.0,70,1,19.57
298,Nagar Karnul,IN,2021-01-18 20:37:51,16.4821,78.3247,64.4,83,0,1.01
299,Alugan,PH,2021-01-18 20:37:51,12.2188,125.4808,77.07,91,100,18.41
300,Chenzhou,CN,2021-01-18 20:37:51,25.8,113.0333,41.14,63,0,2.68
301,North Platte,US,2021-01-18 20:36:01,41.1239,-100.7654,48.2,40,40,20.71
302,Hailar,CN,2021-01-18 20:37:52,49.2,119.7,-16.62,86,95,4.59
303,Yumen,CN,2021-01-18 20:37:52,40.2833,97.2,15.44,77,0,22.12
304,Klaksvik,FO,2021-01-18 20:37:52,62.2266,-6.589,33.8,100,83,10.67
305,De Aar,ZA,2021-01-18 20:37:52,-30.6497,24.0123,81.5,17,0,9.82
306,Ryotsu,JP,2021-01-18 20:33:08,38.0833,138.4333,30.33,92,93,33.64
307,Hibbing,US,2021-01-18 20:33:16,47.4272,-92.9377,14.0,72,90,9.22
308,Yarada,IN,2021-01-18 20:37:53,17.65,83.2667,68.0,100,20,2.3
309,Bilma,NE,2021-01-18 20:37:53,18.6853,12.9164,64.13,27,67,10.16
310,Yoichi,JP,2021-01-18 20:37:53,43.2039,140.7703,18.0,85,95,7.45
311,Ocampo,MX,2021-01-18 20:37:53,21.65,-101.5,68.32,23,0,10.58
312,Jiangkou,CN,2021-01-18 20:37:53,25.4872,119.1986,46.4,61,0,8.95
313,Hun,LY,2021-01-18 20:37:53,29.1268,15.9477,54.07,41,0,8.77
314,Pangody,RU,2021-01-18 20:37:53,65.85,74.4859,-16.96,88,100,9.22
315,Saint-Ambroise,CA,2021-01-18 20:37:54,48.5501,-71.3324,15.01,85,100,18.41
316,Brindisi,IT,2021-01-18 20:37:54,40.5833,17.6667,42.8,52,40,11.5
317,Christchurch,NZ,2021-01-18 20:37:54,-43.5333,172.6333,70.0,45,100,14.97
318,Yalvac,TR,2021-01-18 20:37:54,38.2956,31.1778,20.19,86,63,6.89
319,Wufeng,CN,2021-01-18 20:37:54,27.45,104.8333,31.39,95,0,4.34
320,Shenjiamen,CN,2021-01-18 20:37:54,29.9576,122.298,44.19,60,0,7.67
321,Ancud,CL,2021-01-18 20:37:55,-41.8697,-73.8203,71.6,64,20,9.22
322,Xining,CN,2021-01-18 20:37:55,36.6167,101.7667,17.46,58,0,3.09
323,Hailin,CN,2021-01-18 20:37:55,44.5833,129.4167,-24.11,81,13,3.8
324,Oxelosund,SE,2021-01-18 20:37:55,58.6706,17.1015,28.4,86,0,4.61
325,Alvorada,BR,2021-01-18 20:37:55,-12.48,-49.1247,80.42,76,100,0.56
326,Belaya Gora,RU,2021-01-18 20:37:55,68.5333,146.4167,-41.94,81,22,1.43
327,Kismayo,SO,2021-01-18 20:37:56,-0.3582,42.5454,77.58,80,70,13.42
328,Berlevag,NO,2021-01-18 20:37:56,70.8578,29.0864,32.0,80,75,18.41
329,Luderitz,NA,2021-01-18 20:37:56,-26.6481,15.1594,65.97,85,0,13.06
330,Shelburne,CA,2021-01-18 20:37:56,44.0787,-80.2041,28.4,74,90,4.61
331,Bathsheba,BB,2021-01-18 20:37:57,13.2167,-59.5167,82.4,65,40,20.71
332,Yakeshi,CN,2021-01-18 20:37:57,49.2833,120.7333,-26.73,80,67,2.59
333,Odweyne,SO,2021-01-18 20:37:57,9.4092,45.064,69.35,28,5,15.99
334,Sarkand,KZ,2021-01-18 20:37:57,45.41,79.9186,33.58,76,100,3.29
335,Vydrino,RU,2021-01-18 20:37:57,51.485,104.8461,24.24,81,65,7.54
336,Ridge,US,2021-01-18 20:37:03,40.894,-72.8959,45.0,45,75,12.66
337,Petropavlovsk-Kamchatskiy,RU,2021-01-18 20:37:58,53.0452,158.6483,23.0,50,100,17.9
338,Rocha,UY,2021-01-18 20:37:58,-34.4833,-54.3333,70.75,55,0,8.88
339,Jumla,NP,2021-01-18 20:37:58,29.2747,82.1838,33.98,79,4,2.55
340,Kisangani,CD,2021-01-18 20:37:58,0.5167,25.2,75.56,70,100,2.37
341,Ous,RU,2021-01-18 20:37:58,60.9058,61.5186,-14.66,86,0,4.38
342,Vardo,NO,2021-01-18 20:37:58,70.3705,31.1107,33.8,80,75,19.57
343,Severo-Kurilsk,RU,2021-01-18 20:37:59,50.6789,156.125,18.75,90,88,32.12
344,Grand Gaube,MU,2021-01-18 20:37:59,-20.0064,57.6608,80.01,88,100,5.99
345,Bitung,ID,2021-01-18 20:37:59,1.4451,125.1824,77.0,94,20,1.14
346,Tonantins,BR,2021-01-18 20:37:59,-2.8731,-67.8022,85.51,75,96,3.6
347,Banamba,ML,2021-01-18 20:38:00,13.55,-7.45,72.21,19,0,7.34
348,Fairlie,GB,2021-01-18 20:34:03,55.756,-4.8556,43.0,91,100,11.79
349,Salalah,OM,2021-01-18 20:33:11,17.0151,54.0924,68.0,45,0,6.91
350,Longyearbyen,SJ,2021-01-18 20:38:00,78.2186,15.6401,19.4,68,20,23.02
351,Baykit,RU,2021-01-18 20:38:02,61.67,96.37,-16.49,83,100,3.15
352,Otane,NZ,2021-01-18 20:38:02,-39.8833,176.6333,66.0,66,1,21.99
353,Matagami,CA,2021-01-18 20:38:02,49.7502,-77.6328,5.0,85,90,8.05
354,Bemidji,US,2021-01-18 20:38:02,47.4736,-94.8803,14.0,79,90,8.05
355,Inta,RU,2021-01-18 20:38:02,66.0317,60.1659,-22.5,86,100,12.19
356,Sheboygan,US,2021-01-18 20:38:02,43.7333,-87.9334,28.4,74,90,10.36
357,Narsaq,GL,2021-01-18 20:38:03,60.9167,-46.05,17.6,57,75,1.14
358,Salinopolis,BR,2021-01-18 20:38:03,-0.6136,-47.3561,81.88,75,92,10.42
359,Cimahi,ID,2021-01-18 20:38:03,-6.8722,107.5425,68.59,94,100,5.57
360,Ilhabela,BR,2021-01-18 20:38:03,-23.7781,-45.3581,79.97,81,100,0.56
361,Hokitika,NZ,2021-01-18 20:38:03,-42.7167,170.9667,60.53,85,100,21.12
362,San Patricio,US,2021-01-18 20:38:04,28.017,-97.5169,75.99,69,75,21.85
363,Kawalu,ID,2021-01-18 20:38:04,-7.3817,108.2082,72.88,88,89,3.22
364,Constitucion,CL,2021-01-18 20:38:04,-35.3333,-72.4167,69.42,51,0,9.24
365,Awbari,LY,2021-01-18 20:38:04,26.5921,12.7805,44.51,58,16,4.92
366,Antofagasta,CL,2021-01-18 20:37:08,-23.65,-70.4,71.6,64,20,14.97
367,Kayerkan,RU,2021-01-18 20:38:04,69.3497,87.7602,-14.78,88,100,4.54
368,Esperance,AU,2021-01-18 20:38:05,-33.8667,121.9,59.0,88,0,16.11
369,Maracaibo,VE,2021-01-18 20:38:05,10.6317,-71.6406,84.92,58,60,12.75
370,Pontianak,ID,2021-01-18 20:38:05,-0.0333,109.3333,71.6,100,40,1.14
371,Aljezur,PT,2021-01-18 20:38:05,37.3191,-8.8033,45.0,100,0,1.01
372,Rio Grande,BR,2021-01-18 20:38:06,-32.035,-52.0986,80.6,50,40,12.66
373,Kushiro,JP,2021-01-18 20:38:06,42.975,144.3747,20.91,96,100,18.88
374,Lagoa,PT,2021-01-18 20:38:06,39.05,-27.9833,61.66,84,100,26.51
375,Iquique,CL,2021-01-18 20:35:40,-20.2208,-70.1431,75.2,46,0,17.27
376,Kamaishi,JP,2021-01-18 20:38:07,39.2667,141.8833,30.6,92,98,17.25
377,Turkmenabat,TM,2021-01-18 20:38:07,39.0733,63.5786,42.8,75,0,4.61
378,Makakilo City,US,2021-01-18 20:38:07,21.3469,-158.0858,71.6,73,75,9.22
379,Coahuayana,MX,2021-01-18 20:38:07,18.7333,-103.6833,84.2,45,40,7.36
380,Rio Gallegos,AR,2021-01-18 20:34:43,-51.6226,-69.2181,69.8,30,75,16.11
381,Kloulklubed,PW,2021-01-18 20:38:08,7.0419,134.2556,81.72,73,100,3.53
382,Kitui,KE,2021-01-18 20:38:08,-1.367,38.0106,68.43,76,100,3.6
383,Reporoa,NZ,2021-01-18 20:33:27,-38.4333,176.35,66.99,90,27,3.0
384,Gimli,CA,2021-01-18 20:38:08,50.6336,-96.9907,-0.4,78,85,5.75
385,George Town,MY,2021-01-18 20:37:05,5.4112,100.3354,78.8,83,20,6.46
386,Goundam,ML,2021-01-18 20:38:09,16.4145,-3.6708,72.86,18,0,12.12
387,Pochutla,MX,2021-01-18 20:38:09,15.7432,-96.4661,86.0,58,1,8.05
388,Nemuro,JP,2021-01-18 20:38:09,43.3236,145.575,24.28,98,100,23.96
389,Polyarnyy,RU,2021-01-18 20:38:09,69.1989,33.4478,21.2,93,75,6.71
390,Keti Bandar,PK,2021-01-18 20:38:09,24.1447,67.4497,64.36,27,0,13.51
391,Raudeberg,NO,2021-01-18 20:38:10,61.9875,5.1352,39.0,81,100,15.64
392,Anklam,DE,2021-01-18 20:38:10,53.8564,13.6897,33.01,93,100,1.99
393,Dabhol,IN,2021-01-18 20:38:10,17.6,73.1667,75.09,67,0,5.39
394,Liverpool,GB,2021-01-18 20:37:45,53.4106,-2.9779,46.0,93,75,5.75
395,Hanzhong,CN,2021-01-18 20:38:10,33.0728,107.0303,34.2,83,0,0.45
396,Mezhdurechensk,RU,2021-01-18 20:38:10,53.6942,88.0603,8.78,93,63,4.34
397,Nueve De Julio,AR,2021-01-18 20:36:17,-35.4444,-60.8831,97.0,20,0,5.97
398,Shanhetun,CN,2021-01-18 20:38:11,44.7,127.2,-22.47,86,4,5.44
399,Knysna,ZA,2021-01-18 20:38:11,-34.0363,23.0471,62.6,88,0,5.75
400,Minna,NG,2021-01-18 20:38:11,9.6139,6.5569,79.9,17,26,4.45
401,Todos Santos,MX,2021-01-18 20:38:11,23.45,-110.2167,72.0,76,0,4.0
402,Bondoukou,CI,2021-01-18 20:38:12,8.0333,-2.8,79.81,17,0,0.63
403,Durango,MX,2021-01-18 20:37:29,24.8333,-104.8333,71.92,19,0,11.97
404,Kosa,RU,2021-01-18 20:38:13,59.9445,54.9977,-14.84,90,35,2.1
405,Arlit,NE,2021-01-18 20:38:13,18.7369,7.3853,65.73,24,0,11.23
406,Manyana,BW,2021-01-18 20:38:13,-23.4,21.7167,80.92,46,57,2.17
407,Harper,LR,2021-01-18 20:38:13,4.375,-7.7169,78.89,78,3,4.34
408,Mahibadhoo,MV,2021-01-18 20:38:14,3.7833,72.9667,81.72,75,32,8.66
409,Tessalit,ML,2021-01-18 20:38:14,20.1986,1.0114,66.76,23,11,11.59
410,Zhezkazgan,KZ,2021-01-18 20:38:14,47.8043,67.7144,14.49,94,100,7.85
411,Qandala,SO,2021-01-18 20:38:14,11.472,49.8728,74.46,58,94,5.48
412,Shuyskoye,RU,2021-01-18 20:38:14,59.3736,41.0305,4.6,94,96,3.53
413,Teodoro Sampaio,BR,2021-01-18 20:37:09,-22.5325,-52.1675,76.35,91,100,5.3
414,Maues,BR,2021-01-18 20:38:15,-3.3836,-57.7186,82.83,81,94,1.34
415,Malegaon,IN,2021-01-18 20:38:15,20.55,74.5333,75.34,43,0,4.83
416,Dosso,NE,2021-01-18 20:38:15,13.049,3.1937,73.33,20,1,8.93
417,Laguna,US,2021-01-18 20:38:15,38.421,-121.4238,71.6,15,1,23.02
418,Kavieng,PG,2021-01-18 20:38:16,-2.5744,150.7967,83.03,73,79,12.77
419,Cuamba,MZ,2021-01-18 20:38:16,-14.8031,36.5372,72.27,92,100,1.07
420,General Jose Eduvigis Diaz,PY,2021-01-18 20:38:16,-27.1667,-58.4167,87.01,30,0,14.97
421,Kilgore,US,2021-01-18 20:38:17,32.3863,-94.8758,64.99,32,90,9.22
422,Roma,US,2021-01-18 20:38:05,43.2128,-75.4557,30.0,74,90,9.22
423,Henties Bay,NA,2021-01-18 20:38:17,-22.116,14.2845,68.0,88,95,7.38
424,Baoying,CN,2021-01-18 20:38:17,33.2292,119.3092,39.99,99,0,8.48
425,Buribay,RU,2021-01-18 20:38:17,51.9617,58.1592,0.72,91,100,9.89
426,Kysyl-Syr,RU,2021-01-18 20:38:18,63.8986,122.7617,-52.11,76,57,5.32
427,Evensk,RU,2021-01-18 20:38:18,61.95,159.2333,-7.37,77,100,13.8
428,Shingu,JP,2021-01-18 20:38:18,33.7333,135.9833,35.46,80,1,9.93
429,Zambezi,ZM,2021-01-18 20:38:18,-13.5432,23.1047,68.14,93,100,4.29
430,Aitape,PG,2021-01-18 20:38:18,-3.1374,142.3475,77.67,81,81,4.27
431,Sars,RU,2021-01-18 20:38:19,56.5502,57.1366,-7.1,89,84,4.05
432,Sao Filipe,CV,2021-01-18 20:38:19,14.8961,-24.4956,73.9,66,100,8.12
433,Terney,RU,2021-01-18 20:38:19,45.0503,136.6092,-3.84,82,75,17.67
434,Kizhinga,RU,2021-01-18 20:38:19,51.8462,109.9097,-11.83,89,77,0.63
435,Manikganj,BD,2021-01-18 20:38:20,23.8553,90.0125,62.6,82,20,3.87
436,Turukhansk,RU,2021-01-18 20:38:20,65.8167,87.9833,-13.61,87,100,11.45
437,Bairiki,KI,2021-01-18 20:38:20,1.3292,172.9752,80.6,78,75,12.66
438,Saint-Francois,FR,2021-01-18 20:38:20,46.4154,3.9054,37.4,81,90,3.44
439,Masumbwe,TZ,2021-01-18 20:38:20,-3.6333,32.1833,64.56,88,99,1.48
440,Myitkyina,MM,2021-01-18 20:38:20,25.3833,97.4,61.81,63,61,1.66
441,Lorengau,PG,2021-01-18 20:38:21,-2.0226,147.2712,82.62,78,52,10.18
442,Sibolga,ID,2021-01-18 20:38:21,1.7427,98.7792,74.91,79,99,4.52
443,Newmarket,CA,2021-01-18 20:36:55,44.0501,-79.4663,34.0,80,81,6.91
444,Linxia,CN,2021-01-18 20:38:21,35.6003,103.2064,26.83,58,0,1.07
445,Verkhoyansk,RU,2021-01-18 20:38:21,67.5447,133.385,-40.13,77,100,1.19
446,Hammerfest,NO,2021-01-18 20:38:06,70.6634,23.6821,30.2,69,40,12.66
447,Dongsheng,CN,2021-01-18 20:38:22,39.8161,109.9776,18.73,67,0,8.99
448,Pokhara,NP,2021-01-18 20:38:22,28.2333,83.9833,57.09,47,97,1.43
449,Kalmunai,LK,2021-01-18 20:38:22,7.4167,81.8167,74.52,88,85,10.25
450,Katherine,AU,2021-01-18 20:38:22,-14.4667,132.2667,80.6,69,96,8.05
451,Amapa,BR,2021-01-18 20:38:22,1.0,-52.0,76.86,95,97,2.98
452,Auki,SB,2021-01-18 20:38:23,-8.7676,160.7034,80.87,80,100,4.61
453,Buala,SB,2021-01-18 20:38:23,-8.145,159.5921,82.51,77,100,6.89
454,Kralendijk,BQ,2021-01-18 20:38:23,12.15,-68.2667,82.4,74,40,18.41
455,Cascais,PT,2021-01-18 20:38:23,38.6979,-9.4215,51.01,73,0,3.04
456,Springbok,ZA,2021-01-18 20:38:23,-29.6643,17.8865,63.52,67,0,4.94
457,Biak,ID,2021-01-18 20:38:23,-0.9131,122.8766,77.13,82,100,2.93
458,Sola,VU,2021-01-18 20:38:24,-13.8833,167.55,82.78,80,98,15.32
459,Fairbanks,US,2021-01-18 20:35:40,64.8378,-147.7164,37.4,48,90,10.36
460,Santa Fe,AR,2021-01-18 20:37:10,-31.6333,-60.7,91.99,19,0,1.01
461,Blagoveshchensk,RU,2021-01-18 20:38:24,50.2667,127.5333,-20.2,57,0,4.47
462,Vila Franca Do Campo,PT,2021-01-18 20:38:24,37.7167,-25.4333,61.0,88,20,16.11
463,Husavik,IS,2021-01-18 20:38:24,66.0449,-17.3389,32.0,93,90,23.02
464,Talnakh,RU,2021-01-18 20:38:25,69.4865,88.3972,-10.32,88,100,3.62
465,Shunyi,CN,2021-01-18 20:38:25,40.125,116.6453,19.0,67,90,6.71
466,San Francisco,US,2021-01-18 20:33:44,37.7749,-122.4194,80.6,21,1,4.61
467,Tateyama,JP,2021-01-18 20:38:25,34.9833,139.8667,46.4,49,20,24.16
468,Columbia,US,2021-01-18 20:36:15,34.0007,-81.0348,55.99,26,1,12.66
469,Jiwani,PK,2021-01-18 20:38:25,25.05,61.7417,71.74,80,0,7.85
470,Birsk,RU,2021-01-18 20:38:26,55.4211,55.5428,-6.83,89,100,6.73
471,Saint-Joseph,RE,2021-01-18 20:38:26,-21.3667,55.6167,80.6,83,0,3.44
472,Dickinson,US,2021-01-18 20:38:27,29.4608,-95.0513,68.0,59,75,14.97
473,Sarangani,PH,2021-01-18 20:38:27,5.4033,125.4636,81.07,80,100,10.78
474,Usta Muhammad,PK,2021-01-18 20:35:14,28.1794,68.0445,53.73,37,0,4.16
475,Pimentel,PE,2021-01-18 20:38:27,-6.8367,-79.9342,78.8,57,0,18.41
476,Kuchinarai,TH,2021-01-18 20:38:27,16.541,104.05,53.71,62,0,10.09
477,Sidrolandia,BR,2021-01-18 20:38:27,-20.9319,-54.9614,73.4,88,75,6.91
478,Vallenar,CL,2021-01-18 20:38:28,-28.5708,-70.7581,83.28,27,0,9.57
479,Santa Catarina De Tepehuanes,MX,2021-01-18 20:38:28,25.35,-105.7333,70.54,20,0,18.79
480,Sept-Iles,CA,2021-01-18 20:38:00,50.2001,-66.3821,26.01,74,100,14.97
481,Touros,BR,2021-01-18 20:38:28,-5.1989,-35.4608,82.4,65,20,16.11
482,Darasun,RU,2021-01-18 20:38:28,51.6667,114.0,-20.2,76,59,2.24
483,Demyansk,RU,2021-01-18 20:38:29,57.643,32.466,8.06,95,93,3.15
484,Maumere,ID,2021-01-18 20:38:29,-8.6199,122.2111,78.49,78,100,6.13
485,San Andres,CO,2021-01-18 20:34:40,12.5847,-81.7006,84.2,65,40,16.11
486,Ayagoz,KZ,2021-01-18 20:36:23,47.9714,80.4392,19.54,78,100,0.98
487,Naze,JP,2021-01-18 20:38:29,28.3667,129.4833,53.4,70,50,14.65
488,Hofn,IS,2021-01-18 20:38:29,64.2539,-15.2082,37.4,65,75,24.16
489,Banes,CU,2021-01-18 20:38:30,20.9625,-75.7186,82.4,61,75,13.8
490,Lithakia,GR,2021-01-18 20:38:30,37.7167,20.8333,41.0,75,40,8.88
491,Talcahuano,CL,2021-01-18 20:38:30,-36.7167,-73.1167,77.0,50,0,17.27
492,Manali,IN,2021-01-18 20:38:30,13.1667,80.2667,75.2,88,20,2.3
493,Quang Ngai,VN,2021-01-18 20:38:30,15.1167,108.8,62.06,86,90,6.93
494,Mosquera,CO,2021-01-18 20:38:31,4.7059,-74.2302,64.4,59,20,11.5
495,Assiniboia,CA,2021-01-18 20:35:03,49.6334,-105.9845,26.6,86,100,17.27
496,Vikindu,TZ,2021-01-18 20:38:31,-7.0067,39.2985,80.6,83,40,17.27
497,Laje,BR,2021-01-18 20:38:31,-10.1833,-40.9667,80.33,41,0,6.53
498,Tautira,PF,2021-01-18 20:38:32,-17.7333,-149.15,87.8,62,40,4.61
499,Anzio,IT,2021-01-18 20:38:32,41.4853,12.6179,45.0,87,0,6.91
500,Kapit,MY,2021-01-18 20:38:32,2.0167,112.9333,72.86,94,100,0.92
501,Itinga,BR,2021-01-18 20:38:32,-16.6131,-41.7653,80.56,52,0,4.63
502,Kailaras,IN,2021-01-18 20:38:33,26.3167,77.6167,54.01,64,0,4.05
503,Kulu,TR,2021-01-18 20:38:33,39.0951,33.0799,22.12,80,0,5.91
504,Sinnamary,GF,2021-01-18 20:38:34,5.3833,-52.95,79.34,78,95,12.57
505,Torbat-E Jam,IR,2021-01-18 20:38:34,35.244,60.6225,45.95,54,0,3.36
506,San Rafael,AR,2021-01-18 20:38:34,-34.6177,-68.3301,91.4,14,0,16.28
507,Fare,PF,2021-01-18 20:38:34,-16.7,-151.0167,80.76,77,0,15.97
508,Dulce Grande,MX,2021-01-18 20:38:34,23.0,-102.1667,73.81,16,1,13.96
509,Gainesville,US,2021-01-18 20:37:24,29.6516,-82.3248,63.0,25,1,10.36
510,Opuwo,NA,2021-01-18 20:38:35,-18.0607,13.84,71.33,49,100,6.51
511,East Wenatchee,US,2021-01-18 20:38:35,47.4157,-120.2931,45.0,66,3,1.59
512,Moose Factory,CA,2021-01-18 20:38:35,51.2585,-80.6094,8.6,72,90,8.05
513,Atyrau,KZ,2021-01-18 20:38:35,47.1167,51.8833,23.0,100,90,15.66
514,Halifax,CA,2021-01-18 20:38:35,44.6453,-63.5724,39.99,81,40,12.66
515,Ushumun,RU,2021-01-18 20:38:35,52.7833,126.5333,-31.47,83,0,2.73
516,Gamba,GA,2021-01-18 20:38:36,-2.65,10.0,78.85,81,100,4.83
517,Kenora,CA,2021-01-18 20:38:36,49.8167,-94.4337,1.4,85,75,8.05
518,Bontang,ID,2021-01-18 20:38:36,0.1333,117.5,78.48,86,100,7.96
519,Lukulu,ZM,2021-01-18 20:38:36,-14.3707,23.242,68.77,92,100,3.91
520,Hue,VN,2021-01-18 20:38:36,16.4667,107.6,59.0,94,75,3.44
521,Pangkalanbuun,ID,2021-01-18 20:38:37,-2.6833,111.6167,73.94,97,100,1.97
522,Yarega,RU,2021-01-18 20:38:37,63.4354,53.5765,-16.19,89,1,4.81
523,Nicoya,CR,2021-01-18 20:34:07,10.1483,-85.452,89.6,51,20,16.11
524,Eldama Ravine,KE,2021-01-18 20:38:37,0.0516,35.7308,58.69,75,99,2.39
525,San Quintin,MX,2021-01-18 20:37:51,30.4833,-115.95,68.49,48,0,14.18
526,Pangnirtung,CA,2021-01-18 20:38:38,66.1451,-65.7125,14.0,62,90,18.41
527,Bay Roberts,CA,2021-01-18 20:38:38,47.5999,-53.2648,39.0,87,68,1.01
528,Najran,SA,2021-01-18 20:38:38,17.4924,44.1277,62.6,31,0,0.6
529,Novikovo,RU,2021-01-18 20:38:38,51.1537,37.8879,1.65,93,97,3.47
530,Zhenjiang,CN,2021-01-18 20:38:38,32.2092,119.4342,37.0,75,0,1.01
531,Hanyang,CN,2021-01-18 20:38:38,32.1371,105.5126,32.29,94,0,2.46
532,Morant Bay,JM,2021-01-18 20:38:39,17.8815,-76.4093,86.0,58,20,3.44
533,Zaqatala,AZ,2021-01-18 20:38:39,41.6336,46.6433,44.6,81,90,9.22
534,Ulladulla,AU,2021-01-18 20:38:39,-35.35,150.4667,68.0,88,40,6.91
535,Kirkland Lake,CA,2021-01-18 20:38:39,48.1446,-80.0377,12.2,67,92,3.24
536,Eyl,SO,2021-01-18 20:38:39,7.9803,49.8164,75.15,51,94,17.31
537,Igarka,RU,2021-01-18 20:38:39,67.4667,86.5833,-10.46,89,100,10.13
538,Cabatuan,PH,2021-01-18 20:38:41,10.8794,122.486,72.05,93,100,14.52
539,Pandan,PH,2021-01-18 20:38:41,14.0453,124.1694,78.15,86,100,13.13
540,Carpinteria,US,2021-01-18 20:38:41,34.3989,-119.5185,75.0,28,17,1.01
541,Sawakin,SD,2021-01-18 20:38:41,19.1059,37.3321,71.62,68,0,14.79
542,Ca Mau,VN,2021-01-18 20:38:41,9.1769,105.15,69.89,85,100,2.68
543,Korla,CN,2021-01-18 20:38:41,41.7597,86.1469,16.56,83,70,1.68
544,Bachaquero,VE,2021-01-18 20:38:42,9.9694,-71.1494,84.61,61,74,6.87
545,Hualmay,PE,2021-01-18 20:38:42,-11.0964,-77.6139,74.57,71,95,9.55
546,Kathu,TH,2021-01-18 20:38:42,7.9178,98.3332,82.99,73,20,6.91
547,Nishihara,JP,2021-01-18 20:38:42,26.1842,127.7558,55.4,62,20,10.36
548,Kiunga,PG,2021-01-18 20:38:42,-6.1219,141.2906,73.63,99,100,2.28
549,Virginia Beach,US,2021-01-18 20:33:49,36.8529,-75.978,48.99,44,51,3.0
